"Metacritic";"VariantCount";"Steam1";"Steam2";"Steam3";"Steam4";"Steam5";"Steam6";"Steam7";"Steam8";"Steam9";"Steam10"
"Wildcat: Legends of Flight";"0";;;;;;;;;;
"Wild Wild West: The Steel Assassin";"0";;;;;;;;;;
"Wild West Quest";"0";;;;;;;;;;
"Wild Unknown";"0";;;;;;;;;;
"Wild Rides: WaterPark Factory";"0";;;;;;;;;;
"Wild Metal Country";"0";;;;;;;;;;
"Wild Earth: Photo Safari";"0";;;;;;;;;;
"Wild Arena";"0";;;;;;;;;;
"Wilco's 737 for Fly!";"0";;;;;;;;;;
"Wik & the Fable of Souls";"0";;;;;;;;;;
"Wicked's Endless Bullet Hell";"0";;;;;;;;;;
"Wicked Witches";"0";;;;;;;;;;
"Why is the Princess in a Magic Forest?!";"0";;;;;;;;;;
"Who Wants to Beat Up a Millionaire";"0";;;;;;;;;;
"Who Wants to Be a Millionaire? Sports Edition";"0";;;;;;;;;;
"Who Wants to Be a Millionaire? Special Editions";"0";;;;;;;;;;
"Who Wants to be a Millionaire?";"0";;;;;;;;;;
"Who Wants to be a Millionaire: Kids Edition";"0";;;;;;;;;;
"Who Wants to Be a Millionaire: Family Collection";"0";;;;;;;;;;
"Who Wants to Be a Millionaire, 3rd Edition";"0";;;;;;;;;;
"Who Wants to Be a Millionaire 2nd Edition";"0";;;;;;;;;;
"Who Wants to Be a Millionaire";"0";;;;;;;;;;
"Who Is The Killer? Episode I";"0";;;;;;;;;;
"Whitewash";"0";;;;;;;;;;
"Whitetail Challenge";"0";;;;;;;;;;
"Whiteout";"0";;;;;;;;;;
"White Finger";"0";;;;;;;;;;
"Whispered Secrets: The Story of Tideville";"0";;;;;;;;;;
"Whispered Legends: Tales of Middleport";"0";;;;;;;;;;
"Whirlwind Over Vietnam";"0";;;;;;;;;;
"Whiplash";"0";;;;;;;;;;
"Which Girl Should I Choose?";"0";;;;;;;;;;
"Where's Waldo? The Fantastic Journey";"0";;;;;;;;;;
"Where's my Mom?";"0";;;;;;;;;;
"Where is my Brain!?";"0";;;;;;;;;;
"Where Angels Cry - Tears Of The Fallen";"0";;;;;;;;;;
"Wheelman";"0";;;;;;;;;;
"Wheel of Fortune: 2nd Edition";"1";"Leo’s Fortune - HD Edition";;;;;;;;;
"Wheel of Fortune Super Deluxe";"0";;;;;;;;;;
"Wheel of Fortune Deluxe";"0";;;;;;;;;;
"Wheel of Fortune 2003";"0";;;;;;;;;;
"Wheel of Fortune";"0";;;;;;;;;;
"What Would You Do?";"0";;;;;;;;;;
"What The Heck, Dude?";"0";;;;;;;;;;
"What Makes You Tick: A Stitch in Time";"0";;;;;;;;;;
"Whack a Vote: Hammering the Polls";"1";"Whack-a-Vote: Hammering the Polls";;;;;;;;;
"Whack 'Em Earthling!";"0";;;;;;;;;;
"Wetware";"0";;;;;;;;;;
"Wetrix";"0";;;;;;;;;;
"Westward Kingdoms";"0";;;;;;;;;;
"Westward IV: All Aboard";"1";"Westward® IV: All Aboard";;;;;;;;;
"Westward III: Gold Rush";"0";;;;;;;;;;
"Westward II: Heroes of the Frontier";"0";;;;;;;;;;
"Westward";"1";"Wayward";;;;;;;;;
"Western Outlaw: Wanted Dead or Alive";"0";;;;;;;;;;
"Western FPS";"0";;;;;;;;;;
"Western 1849 Reloaded";"0";;;;;;;;;;
"West Front: Sea Lion";"0";;;;;;;;;;
"West Front";"0";;;;;;;;;;
"Werther Quest";"0";;;;;;;;;;
"Werewolves Within";"1";"Werewolves Within™";;;;;;;;;
"Wendy's Wellness";"0";;;;;;;;;;
"Welcome Home, Love";"0";;;;;;;;;;
"Welcome Home";"0";;;;;;;;;;
"Weird Park: The Final Show";"0";;;;;;;;;;
"Weird Park: Broken Tune";"0";;;;;;;;;;
"Weird Park 2: Scary Tales";"0";;;;;;;;;;
"Weird creatures";"0";;;;;;;;;;
"Weekend Play Pack";"0";;;;;;;;;;
"Wedding Salon 2";"0";;;;;;;;;;
"Wedding Salon";"0";;;;;;;;;;
"Wedding Dash: Ready, Aim, Love";"0";;;;;;;;;;
"Wedding Dash 4-Ever";"0";;;;;;;;;;
"Wedding Dash 2: Rings Around the World";"1";"Wedding Dash® 2: Rings Around the World";;;;;;;;;
"Wedding Dash";"1";"Cooking Dash®";;;;;;;;;
"Web of Deceit: Black Widow";"0";;;;;;;;;;
"Weather Lord: Royal Holidays";"0";;;;;;;;;;
"Weather Lord: Legendary Hero";"0";;;;;;;;;;
"Weather Lord: Following the Princess";"1";"Weather Lord: Following the Princess Collector's Edition";;;;;;;;;
"Weapons of Mythology: New Age";"1";"Weapons of Mythology - New Age -";;;;;;;;;
"Weapon Test Dummies";"0";;;;;;;;;;
"We Are Stars";"1";"F1 RACE STARS™";;;;;;;;;
"We Are Chicago";"0";;;;;;;;;;
"WBM Tycoon";"1";"Fish Tycoon";;;;;;;;;
"Wazzal";"0";;;;;;;;;;
"Wayward Terran Frontier";"1";"Wayward Terran Frontier: Zero Falls";;;;;;;;;
"Wayward Souls";"0";;;;;;;;;;
"Way of the Red";"0";;;;;;;;;;
"Waves2";"1";"Waves 2";;;;;;;;;
"Waveform: Eris";"0";;;;;;;;;;
"Wave Rave";"0";;;;;;;;;;
"Waterworld";"0";;;;;;;;;;
"Waterloo: Napoleon's Last Battle";"0";;;;;;;;;;
"Waterbugs";"0";;;;;;;;;;
"Water Vs. Fire";"0";;;;;;;;;;
"Water Park Tycoon";"0";;;;;;;;;;
"Water Heroes: A Game for Change";"0";;;;;;;;;;
"Watching Grass Grow In VR: The Game";"0";;;;;;;;;;
"Watch paint dry";"0";;;;;;;;;;
"Watch Dogs: Conspiracy";"0";;;;;;;;;;
"Watch Dogs: Bad Blood";"0";;;;;;;;;;
"Watch Dogs 2";"2";"Watch_Dogs® 2";"Watch_Dogs™";;;;;;;;
"Watch Dogs";"2";"Watch_Dogs™";"Watch_Dogs® 2";;;;;;;;
"Wasteland 2";"0";;;;;;;;;;
"WAS -The Hourglass of Lepidoptera-";"0";;;;;;;;;;
"Warzone 2100";"0";;;;;;;;;;
"WARZONE";"2";"WARMODE";"StarsOne";;;;;;;;
"Warsow";"0";;;;;;;;;;
"Warriors Orochi";"0";;;;;;;;;;
"Warriors of Might and Magic";"1";"Heroes of Might & Magic V";;;;;;;;;
"Warriors of Belirium";"0";;;;;;;;;;
"Warrior Princess Asuka";"0";;;;;;;;;;
"Warrior Epic: Battlegrounds";"0";;;;;;;;;;
"Warrior Epic";"0";;;;;;;;;;
"WarRab: Veteran";"0";;;;;;;;;;
"Warpin: Creation";"0";;;;;;;;;;
"WarpForce";"0";;;;;;;;;;
"Warped";"0";;;;;;;;;;
"Warpath";"1";"WarpBall";;;;;;;;;
"Warpaint";"0";;;;;;;;;;
"Warp Ball";"1";"WarpBall";;;;;;;;;
"Warmonger - Operation: Downtown Destruction";"0";;;;;;;;;;
"WarMage Battlegrounds";"0";;;;;;;;;;
"Warm Up!";"0";;;;;;;;;;
"Warlords IV: Heroes of Etheria";"0";;;;;;;;;;
"Warlords III: Reign of Heroes";"0";;;;;;;;;;
"Warlords III: Darklords Rising";"0";;;;;;;;;;
"Warlords Battlecry II";"0";;;;;;;;;;
"Warlords Battlecry";"0";;;;;;;;;;
"Warlock: Master of the Arcane - Return of the Elves";"0";;;;;;;;;;
"Warlock: Master of the Arcane - Powerful Lords";"0";;;;;;;;;;
"Warlock: Master of the Arcane - Power of the Serpent";"0";;;;;;;;;;
"Warlock: Master of the Arcane - Master of Artifacts";"0";;;;;;;;;;
"Warlock's Gauntlet";"0";;;;;;;;;;
"Warlock's Citadel";"0";;;;;;;;;;
"Warlock 2: Wrath of the Nagas";"0";;;;;;;;;;
"Warhammer: Mark of Chaos - Battle March";"0";;;;;;;;;;
"Warhammer: Mark of Chaos";"0";;;;;;;;;;
"Warhammer: End Times - Vermintide VR: Hero Trials";"1";"Warhammer: Vermintide VR - Hero Trials";;;;;;;;;
"Warhammer: End Times - Vermintide Drachenfels";"0";;;;;;;;;;
"Warhammer: Dark Omen";"0";;;;;;;;;;
"Warhammer Online: Age of Reckoning";"1";"Warhammer Online®: Age of Reckoning™";;;;;;;;;
"Warhammer 40,000: Storm of Vengeance";"0";;;;;;;;;;
"Warhammer 40,000: Space Marine - Exterminatus";"0";;;;;;;;;;
"Warhammer 40,000: Space Marine - Dreadnought";"0";;;;;;;;;;
"Warhammer 40,000: Space Marine - Chaos Unleashed";"0";;;;;;;;;;
"Warhammer 40,000: Rites of War";"2";"Warhammer 40,000: Dawn of War III";"Warhammer 40,000: Space Wolf";;;;;;;;
"Warhammer 40,000: Fire Warrior";"2";"Warhammer 40,000: Dawn of War III";"Warhammer 40,000: Space Wolf";;;;;;;;
"Warhammer 40,000: Dawn of War II - Retribution: The Last Stand";"1";"Warhammer® 40,000: Dawn of War® – Winter Assault";;;;;;;;;
"Warhammer 40,000: Dawn of War II - Gold Edition";"6";"Warhammer® 40,000: Dawn of War® II Chaos Rising";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® - Game of the Year Edition";"Warhammer® 40,000: Dawn of War® - Soulstorm";"Warhammer® 40,000: Dawn of War® - Dark Crusade";"Warhammer® 40,000: Dawn of War® – Winter Assault";;;;
"Warhammer 40,000: Dawn of War II - Chaos Rising";"6";"Warhammer® 40,000: Dawn of War® II Chaos Rising";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® - Dark Crusade";"Warhammer® 40,000: Dawn of War® – Winter Assault";"Warhammer® 40,000: Dawn of War® - Soulstorm";"Warhammer® 40,000: Dawn of War® - Game of the Year Edition";;;;
"Warhammer 40,000: Dawn of War - Winter Assault";"5";"Warhammer® 40,000: Dawn of War® – Winter Assault";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® - Dark Crusade";"Warhammer® 40,000: Dawn of War® II Chaos Rising";"Warhammer® 40,000: Dawn of War® - Soulstorm";;;;;
"Warhammer 40,000: Dawn of War - Soulstorm";"5";"Warhammer® 40,000: Dawn of War® - Soulstorm";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® - Dark Crusade";"Warhammer® 40,000: Dawn of War® II Chaos Rising";"Warhammer® 40,000: Dawn of War® – Winter Assault";;;;;
"Warhammer 40,000: Dawn of War - Platinum Edition";"6";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® - Game of the Year Edition";"Warhammer® 40,000: Dawn of War® II Chaos Rising";"Warhammer® 40,000: Dawn of War® – Winter Assault";"Warhammer® 40,000: Dawn of War® - Soulstorm";"Warhammer® 40,000: Dawn of War® - Dark Crusade";;;;
"Warhammer 40,000: Dawn of War - Gold Edition";"6";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® - Game of the Year Edition";"Warhammer® 40,000: Dawn of War® - Soulstorm";"Warhammer® 40,000: Dawn of War® - Dark Crusade";"Warhammer® 40,000: Dawn of War® II Chaos Rising";"Warhammer® 40,000: Dawn of War® – Winter Assault";;;;
"Warhammer 40,000: Dawn of War - Dark Crusade";"5";"Warhammer® 40,000: Dawn of War® - Dark Crusade";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® II Chaos Rising";"Warhammer® 40,000: Dawn of War® - Soulstorm";"Warhammer® 40,000: Dawn of War® – Winter Assault";;;;;
"Warhammer 40,000: Dawn of War";"5";"Warhammer 40,000: Dawn of War III";"Warhammer® 40,000: Dawn of War® - Soulstorm";"Warhammer® 40,000: Dawn of War® - Dark Crusade";"Warhammer 40,000: Space Wolf";"Warhammer® 40,000: Dawn of War® II Chaos Rising";;;;;
"Warhammer 40,000: Chaos Gate";"2";"Warhammer 40,000: Space Wolf";"Warhammer 40,000: Dawn of War III";;;;;;;;
"Wargasm";"0";;;;;;;;;;
"WarGames";"0";;;;;;;;;;
"Wargame: Red Dragon - The Millionth Mile";"0";;;;;;;;;;
"Wargame: Red Dragon - Second Korean War";"0";;;;;;;;;;
"Wargame: European Escalation - Conquest";"0";;;;;;;;;;
"Wargame: European Escalation - \"New Battlefields\"";"0";;;;;;;;;;
"Wargame: European Escalation - \"Fatal Error\"";"0";;;;;;;;;;
"Wargame: European Escalation - \"Commander\"";"0";;;;;;;;;;
"Wargame: AirLand Battle - Vox Populi";"0";;;;;;;;;;
"Warfleet";"1";"GunFleet";;;;;;;;;
"WarFire";"2";"Warside";"WARTILE";;;;;;;;
"Warface 2017: Turkiye";"1";"Warface 2017: Türkiye";;;;;;;;;
"Warface";"0";;;;;;;;;;
"Warehouse and Logistics Simulator: Hell's Warehouse";"0";;;;;;;;;;
"Warcraft III: The Frozen Throne";"0";;;;;;;;;;
"Warcraft III: Reign of Chaos";"0";;;;;;;;;;
"Warcraft III: Battlechest";"0";;;;;;;;;;
"Warcraft II: Beyond the Dark Portal";"0";;;;;;;;;;
"Warcraft II: Battle.net Edition";"0";;;;;;;;;;
"Warcommander";"0";;;;;;;;;;
"WarBreeds";"0";;;;;;;;;;
"WarBirds: Dogfights";"0";;;;;;;;;;
"WarBirds: Dawn of Aces 2016";"0";;;;;;;;;;
"WarBirds Red Baron";"0";;;;;;;;;;
"Warbirds of WWII";"0";;;;;;;;;;
"WarBirds III";"0";;;;;;;;;;
"Warbirds Extreme";"0";;;;;;;;;;
"WarBirds 2016";"0";;;;;;;;;;
"WarBirds 2015";"0";;;;;;;;;;
"WarBirds 2004";"0";;;;;;;;;;
"WarBirds";"1";"Warside";;;;;;;;;
"War World: Tactical Combat";"0";;;;;;;;;;
"War Wind II: Human Onslaught";"0";;;;;;;;;;
"War Wind";"0";;;;;;;;;;
"War Times";"1";"WARTILE";;;;;;;;;
"War Thunder: Steam Pack";"0";;;;;;;;;;
"War Thunder: Mustang Advanced Pack";"0";;;;;;;;;;
"War Thunder: Dora Advanced Pack";"0";;;;;;;;;;
"War Thunder: Ace Advanced Pack";"0";;;;;;;;;;
"War Rock";"0";;;;;;;;;;
"War Plan Pacific";"0";;;;;;;;;;
"War of the Vikings: Shieldmaiden";"0";;;;;;;;;;
"War of the Vikings: Berserker";"0";;;;;;;;;;
"War of the Vikings";"0";;;;;;;;;;
"War of the Roses";"0";;;;;;;;;;
"War of the Immortals: Titan's Fury";"0";;;;;;;;;;
"War of the Immortals: Lost Omen";"0";;;;;;;;;;
"War of Castle VR";"0";;;;;;;;;;
"War Leaders: Clash of Nations";"0";;;;;;;;;;
"War Inc. Battle Zone";"0";;;;;;;;;;
"War Inc.";"1";"Software Inc.";;;;;;;;;
"War in the Pacific: Admiral's Edition";"0";;;;;;;;;;
"War in the Pacific";"0";;;;;;;;;;
"War In Space Arcade";"0";;;;;;;;;;
"War Guardian Chronicles Book 1: Song of Pisces";"0";;;;;;;;;;
"War Gods";"1";"WARMODE";;;;;;;;;
"War Front: Turning Point";"0";;;;;;;;;;
"War for the Overworld: Heart of Gold";"0";;;;;;;;;;
"War Along the Mohawk";"0";;;;;;;;;;
"War Against Fear";"0";;;;;;;;;;
"War & Peace";"0";;;;;;;;;;
"Wanted: Weapons of Fate";"0";;;;;;;;;;
"Wanted: A Wild Western Adventure";"0";;;;;;;;;;
"Wanted Corp.";"0";;;;;;;;;;
"Wanderjahr";"0";;;;;;;;;;
"Wandering Willows";"1";"Wandering Willows™";;;;;;;;;
"Wanderer: The Rebirth";"0";;;;;;;;;;
"Wander (2015)";"0";;;;;;;;;;
"WALUK";"0";;;;;;;;;;
"Walt Disney World Quest: Magical Racing Tour";"0";;;;;;;;;;
"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man";"0";;;;;;;;;;
"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!";"0";;;;;;;;;;
"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort";"0";;;;;;;;;;
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees";"0";;;;;;;;;;
"Wallace & Gromit's Grand Adventures";"0";;;;;;;;;;
"WALL-E";"0";;;;;;;;;;
"Wall Street Trader 2000";"0";;;;;;;;;;
"Walk";"0";;;;;;;;;;
"Waking the Glares: Chapters I and II";"0";;;;;;;;;;
"Wakeboarding Unleashed Featuring Shaun Murray";"0";;;;;;;;;;
"Wake Up Call";"0";;;;;;;;;;
"Wages of War: The Business of Battle";"0";;;;;;;;;;
"Wacky Wings";"0";;;;;;;;;;
"Wacky Spores: The Chase";"0";;;;;;;;;;
"VROOM: Galleon";"1";"VR Gallery";;;;;;;;;
"Vroom!";"0";;;;;;;;;;
"VRog";"0";;;;;;;;;;
"VRemin: A Virtual Theremin";"0";;;;;;;;;;
"VR: Vicious Reality";"0";;;;;;;;;;
"VR: The Puzzle Room";"0";;;;;;;;;;
"VR0GU3: Unapologetic Hardcore VR Edition";"0";;;;;;;;;;
"VR the Anime Girls Method";"0";;;;;;;;;;
"VR Swing Table Tennis Oculus";"0";;;;;;;;;;
"VR Sports Powerboat Racing";"0";;;;;;;;;;
"VR Sports";"0";;;;;;;;;;
"VR Soccer '96";"0";;;;;;;;;;
"VR Regatta";"0";;;;;;;;;;
"VR Monster Awakens";"1";"Monster Slayers";;;;;;;;;
"VR Home";"0";;;;;;;;;;
"VR Fun World";"1";"Rain World";;;;;;;;;
"VR Escape Room: Alcatraz";"0";;;;;;;;;;
"VR Dungeon";"0";;;;;;;;;;
"VR Boxing Workout";"0";;;;;;;;;;
"VR Baseball 2000";"1";"VR Baseball";;;;;;;;;
"VR Baseball - Home Run Derby";"0";;;;;;;;;;
"VR Baseball - Hardware Accelerated";"0";;;;;;;;;;
"VR Aquarium";"0";;;;;;;;;;
"VR Apocalypse";"0";;;;;;;;;;
"VR Agent 006";"0";;;;;;;;;;
"Voyeur II";"0";;;;;;;;;;
"Voyager";"0";;;;;;;;;;
"Voyage: Inspired by Jules Verne";"0";;;;;;;;;;
"Voyage Century";"0";;;;;;;;;;
"Voxterium : Revision";"0";;;;;;;;;;
"Voxeliens";"0";;;;;;;;;;
"Voxatron";"0";;;;;;;;;;
"Vox-L";"0";;;;;;;;;;
"VortHex";"0";;;;;;;;;;
"Vortex Attack: Arcade Edition";"0";;;;;;;;;;
"Voodoo Chronicles: The First Sign";"0";;;;;;;;;;
"Volvox";"0";;;;;;;;;;
"Volphant";"1";"Valiant";;;;;;;;;
"Volcosis";"0";;;;;;;;;;
"Vol'Talkes - The AI War";"0";;;;;;;;;;
"Void of Darkness";"0";;;;;;;;;;
"Void Eternal";"0";;;;;;;;;;
"Void and Meddler - Episode 1";"1";"Void And Meddler";;;;;;;;;
"Void 21";"0";;;;;;;;;;
"Void & Nothingness";"0";;;;;;;;;;
"Voice of Pripyat 3D";"1";"Voice of Pripyat";;;;;;;;;
"Vogue Tales";"0";;;;;;;;;;
"Vizati";"0";;;;;;;;;;
"Viva Pinata";"0";;;;;;;;;;
"Visions and Voices";"0";;;;;;;;;;
"Vision Runner";"0";;;;;;;;;;
"Viscera Cleanup Detail: House of Horror";"0";;;;;;;;;;
"Virus: The Game";"1";"D: The Game";;;;;;;;;
"Virus Crashers";"0";;;;;;;;;;
"Virus 14";"0";;;;;;;;;;
"Virtus Per Verba: First Person Shouter";"0";;;;;;;;;;
"Virtual Warfighter";"1";"Virtual Families";;;;;;;;;
"Virtual Villagers 5: New Believers";"1";"Virtual Villagers - The Secret City";;;;;;;;;
"Virtual Villagers 4: The Tree of Life";"2";"Virtual Villagers - The Secret City";"Virtual Villagers: The Lost Children";;;;;;;;
"Virtual Villagers 2: The Lost Children";"2";"Virtual Villagers: The Lost Children";"Virtual Villagers - The Secret City";;;;;;;;
"Virtual Vegas 7007 Slots";"0";;;;;;;;;;
"Virtual Snooker";"0";;;;;;;;;;
"Virtual Skipper 3";"0";;;;;;;;;;
"Virtual Rides 3";"0";;;;;;;;;;
"Virtual RC Pro";"0";;;;;;;;;;
"Virtual R/C Racing";"0";;;;;;;;;;
"Virtual Pool Hall";"0";;;;;;;;;;
"Virtual Pool 3";"0";;;;;;;;;;
"Virtual Pool 2";"0";;;;;;;;;;
"Virtual Pool";"0";;;;;;;;;;
"Virtual Jigsaw: MasterPieces Edition";"1";"realMyst: Masterpiece Edition";;;;;;;;;
"Virtual Islands";"0";;;;;;;;;;
"Virtual Farm";"1";"Virtual Families";;;;;;;;;
"Virtual Deep Sea Fishing";"0";;;;;;;;;;
"Virtual City";"0";;;;;;;;;;
"Virtual Chess 3";"0";;;;;;;;;;
"Virtua Tennis 4";"0";;;;;;;;;;
"Virtua Tennis 3";"0";;;;;;;;;;
"Virtua Tennis 2009";"0";;;;;;;;;;
"Virtua Tennis";"0";;;;;;;;;;
"Virtua Squad 2";"1";"VERSUS SQUAD";;;;;;;;;
"Virtua Squad";"1";"VERSUS SQUAD";;;;;;;;;
"Virtua Fighter PC";"0";;;;;;;;;;
"Virtua Fighter 2 (Genesis)";"0";;;;;;;;;;
"Virtua Fighter 2";"0";;;;;;;;;;
"Viriax";"0";;;;;;;;;;
"Virgin Roster: Shukketsubo";"0";;;;;;;;;;
"Viral Vigor!!!";"0";;;;;;;;;;
"Viper Racing";"0";;;;;;;;;;
"Violett";"0";;;;;;;;;;
"Violet's Dream VR";"0";;;;;;;;;;
"Violet Haunted";"0";;;;;;;;;;
"Violent Killer VR";"0";;;;;;;;;;
"Vintage Hero";"0";;;;;;;;;;
"Vinland : Arctic Assault";"0";;;;;;;;;;
"Vindicator: Uprising";"0";;;;;;;;;;
"Vincere Totus Astrum / To Conquer All Stars";"0";;;;;;;;;;
"Vincere Totus Astrum";"0";;;;;;;;;;
"VilleTown";"0";;;;;;;;;;
"Village Vengeance";"0";;;;;;;;;;
"Viking Saga: The Cursed Ring";"0";;;;;;;;;;
"Viking Escape";"0";;;;;;;;;;
"Vigilance";"0";;;;;;;;;;
"Vigil: Blood Bitterness";"1";"Vigil: Blood Bitterness™";;;;;;;;;
"Vietnam Air War";"0";;;;;;;;;;
"Vietnam 2: Special Assignment";"0";;;;;;;;;;
"Vietnam '65";"1";"Vietnam ‘65";;;;;;;;;
"Vietcong: Purple Haze";"0";;;;;;;;;;
"Vietcong: Fist Alpha";"0";;;;;;;;;;
"Vietcong 2";"0";;;;;;;;;;
"Vietcong";"0";;;;;;;;;;
"Video Strip Poker Supreme";"0";;;;;;;;;;
"Video Strip Poker Classic";"0";;;;;;;;;;
"Video Strip Poker Boys";"0";;;;;;;;;;
"Vidar";"0";;;;;;;;;;
"Victorian Mysteries: Woman in White";"0";;;;;;;;;;
"Victoria: Revolutions";"0";;;;;;;;;;
"Victoria: Complete";"1";"Victoria I Complete";;;;;;;;;
"Victoria: An Empire Under the Sun";"0";;;;;;;;;;
"Victoria II: Heart of Darkness";"0";;;;;;;;;;
"Victoria II: A House Divided";"0";;;;;;;;;;
"Victor Vran: Cauldron of Chaos Dungeon";"0";;;;;;;;;;
"Victor Vran";"1";"Victor Vran ARPG";;;;;;;;;
"Vexillum";"0";;;;;;;;;;
"Vet Emergency 2";"0";;;;;;;;;;
"Vet Emergency";"1";"EmergeNYC";;;;;;;;;
"Very Real Chess";"0";;;;;;;;;;
"Vertigo (2011)";"0";;;;;;;;;;
"Versus Game";"0";;;;;;;;;;
"Veronica Rivers: The Order of the Conspiracy";"0";;;;;;;;;;
"Veronica Rivers: Portals to the Unknown";"0";;;;;;;;;;
"Verminian Trap";"0";;;;;;;;;;
"Verminest";"0";;;;;;;;;;
"Vermillion Watch: Moorgate Accord";"1";"Vermillion Watch: Moorgate Accord Collector's Edition";;;;;;;;;
"Vermillion Watch: Fleshbound";"0";;;;;;;;;;
"Veridia Tactics";"0";;;;;;;;;;
"Verdy's Adventure";"0";;;;;;;;;;
"Verdict Guilty";"1";"Verdict Guilty - 유죄 평결";;;;;;;;;
"Vera Blanc: Ghost in the Castle";"0";;;;;;;;;;
"Vera Blanc: Full Moon";"0";;;;;;;;;;
"Venus Hostage";"0";;;;;;;;;;
"Vengeance Road";"1";"Vengeance";;;;;;;;;
"Venetica";"0";;;;;;;;;;
"Vendetta Online";"0";;;;;;;;;;
"Velocity Ultra";"1";"Velocity®Ultra";;;;;;;;;
"Velocity Stream";"1";"Velocity®Ultra";;;;;;;;;
"Veil of Mystery: Seven Little Gnomes";"0";;;;;;;;;;
"Vehicle Simulator";"2";"FERIT Simulator";"Train Simulator";;;;;;;;
"Veggie Tales: Minnesota Cuke and the Coconut Apes";"0";;;;;;;;;;
"Vegas: Make It Big";"1";"Vegas: Make It Big™";;;;;;;;;
"Vegas Tycoon";"1";"Mad Games Tycoon";;;;;;;;;
"Vegas Casino Challenge";"0";;;;;;;;;;
"Vega Tank";"0";;;;;;;;;;
"Vega Strike";"1";"LightStrike";;;;;;;;;
"VeeR Pong";"0";;;;;;;;;;
"Vectorman 2";"0";;;;;;;;;;
"Vectorman";"0";;;;;;;;;;
"Vectonic";"0";;;;;;;;;;
"Vault of Darkness";"0";;;;;;;;;;
"Vault Cracker: The Last Safe";"0";;;;;;;;;;
"Varmintz";"0";;;;;;;;;;
"VANISH";"0";;;;;;;;;;
"Vanguard: Saga of Heroes";"0";;;;;;;;;;
"Vanguard Princess: Lilith";"0";;;;;;;;;;
"Vanguard Princess: Kurumi";"0";;;;;;;;;;
"Vanguard Princess: Hilda Rize";"0";;;;;;;;;;
"Vangers: One for the Road";"0";;;;;;;;;;
"Vancouver 2010 - The Official Video Game of the Olympic Winter Games";"2";"Vancouver 2010™ - The Official Video Game of the Olympic Winter Games";"Beijing 2008™ - The Official Video Game of the Olympic Games";;;;;;;;
"Van Helsing: Thaumaturge";"0";;;;;;;;;;
"Van Helsing: Blue Blood";"0";;;;;;;;;;
"Van Helsing: Arcane Mechanic";"0";;;;;;;;;;
"Van Helsing I: Complete Pack";"0";;;;;;;;;;
"Vampireville";"0";;;;;;;;;;
"Vampire: The Masquerade - Redemption";"0";;;;;;;;;;
"Vampire Saga: Welcome to Hell Lock";"0";;;;;;;;;;
"Vampire Saga: Pandora's Box";"0";;;;;;;;;;
"Vampire Saga 3: Break Out";"0";;;;;;;;;;
"Valzar";"0";;;;;;;;;;
"Valortha";"0";;;;;;;;;;
"Valley of Death";"0";;;;;;;;;;
"Valkyrius Prime";"0";;;;;;;;;;
"Valkyrius";"0";;;;;;;;;;
"Valkyria Chronicles";"1";"Valkyria Chronicles™";;;;;;;;;
"Valiant Hearts: The Great War";"0";;;;;;;;;;
"Valhalla Chronicles";"1";"Valkyria Chronicles™";;;;;;;;;
"Valerie Porter and the Scarlet Scandal";"1";"Valerie Porter and the Scarlet Scandal™";;;;;;;;;
"Valentino Rossi The Game Compact";"0";;;;;;;;;;
"VALENS";"0";;;;;;;;;;
"Valcarta I: Rise of the Demon";"0";;;;;;;;;;
"Vairon's Wrath";"0";;;;;;;;;;
"Vagrant Hearts Zero";"0";;;;;;;;;;
"Vaccine";"0";;;;;;;;;;
"Vacation Quest: The Hawaiian Islands";"0";;;;;;;;;;
"Vacation Quest: Australia";"0";;;;;;;;;;
"V-Rally Edition '99";"0";;;;;;;;;;
"UTS-187: Uniform Tango Sierra";"0";;;;;;;;;;
"Utopia City";"0";;;;;;;;;;
"UTOPIA 9 - A Volatile Vacation";"0";;;;;;;;;;
"USCF Chess";"0";;;;;;;;;;
"USAF";"0";;;;;;;;;;
"US Special Forces: Team Factor";"0";;;;;;;;;;
"US Racer";"0";;;;;;;;;;
"US Open 2002";"0";;;;;;;;;;
"Us and Them: Cold War";"0";;;;;;;;;;
"Uru: The Path of the Shell";"0";;;;;;;;;;
"Uru: Ages Beyond Myst";"0";;;;;;;;;;
"Uriel's Chasm 2: et";"1";"Uriel's Chasm 2: את";;;;;;;;;
"Urban Terror";"0";;;;;;;;;;
"Urban Legends";"1";"Rayman® Legends";;;;;;;;;
"Urban Assault";"0";;;;;;;;;;
"Ur-Quan Masters HD";"0";;;;;;;;;;
